1921,4,60.7,-6.4,2
1922,3,61.9,-7.8,4
1923,4,61.7,-7.8,2
1924,4,61.5,-7.6,2
1925,5,61.4,-7.5,3
1926,8,62.3,-7.7,5
1927,8,62.3,-7.9,9
1928,8,62.3,-7.6,3
1929,4,62.4,-8.5,5
1930,3,61,-8.8,2
1985,5,62.2,-7.6,169
1986,6,62.5,-7.4,86
1995,2,62.6,-6.5,6
1998,5,62,-5.8,3
1999,6,61,-6.9,3
2000,4,61.5,-7.4,5
2001,4,61.4,-7.6,3
2002,4,61.4,-7.6,3
2003,3,62.4,-8.4,3
2014,6,62.5,-6.1,6
2015,4,62,-4.9,4
2027,6,62.2,-7.6,83
2028,6,62.3,-7.6,48
2029,5,62.2,-7.6,203
2030,3,62.7,-6.2,12
2031,2,61.5,-7.2,9
2032,6,62.2,-7.6,194
2034,4,62.7,-6.2,10
2035,9,60.9,-8.6,15
2255,6,62.5,-6.1,2
2256,6,62.5,-6.1,5
2257,9,62.5,-6.1,2
2258,8,62.4,-7.3,2
2259,9,62.4,-7.3,2
2260,6,62.4,-6.9,1
2261,10,62.4,-6.9,1
2262,5,62.4,-6.7,1
2263,5,62.4,-6.8,4
2264,6,62.4,-6.7,1
2265,6,62.3,-6,1
2266,6,62.3,-6,1
2267,7,62.3,-6,1
2268,9,62.3,-6,1
2269,6,62.2,-7.6,77
2270,6,62.2,-7.6,63
2271,7,62.2,-7.6,25
2272,8,62.2,-7.6,9
2273,8,62.2,-7.6,4
2274,9,62.2,-7.6,4
2275,10,62.2,-7.6,4
2276,2,62.5,-6.5,5
2277,9,62.5,-7.4,9
2278,9,62.5,-7.4,10
2279,9,62.5,-7.5,5
2280,10,62.5,-7.4,5
2281,10,62.5,-7.4,3
2282,2,62.4,-7.1,12
2284,5,61.9,-6.4,1
2285,6,61.9,-6.4,1
2287,10,61.8,-7.1,1
2288,10,62.6,-7,1
2289,10,62.6,-7,1
2291,2,62.5,-7.4,4
2292,2,62.5,-7.4,3
2293,2,62.5,-7.4,4
2294,2,62.5,-7.4,6
2295,2,62.5,-7.4,7
2296,2,62.5,-7.4,8
2297,2,62.5,-7.4,16
2298,3,62.5,-7.4,16
2299,3,62.5,-7.4,28
2300,3,62.5,-7.4,16
2301,3,62.5,-7.4,28
2302,3,62.5,-7.4,53
2303,3,62.5,-7.4,50
2304,3,62.5,-7.4,40
2305,3,62.5,-7.4,44
2306,3,62.5,-7.4,52
2307,3,62.5,-7.4,38
2308,3,62.5,-7.4,42
2309,3,62.5,-7.4,45
2310,3,62.5,-7.4,24
2311,4,62.5,-7.4,29
2312,4,62.5,-7.4,23
2313,4,62.5,-7.4,38
2314,4,62.5,-7.4,23
2315,4,62.5,-7.4,21
2316,4,62.5,-7.4,28
2317,4,62.5,-7.4,24
2318,4,62.5,-7.4,37
2319,4,62.5,-7.4,17
2320,4,62.5,-7.4,14
2321,5,62.5,-7.4,20
2322,5,62.5,-7.4,13
2323,5,62.5,-7.4,18
2324,5,62.5,-7.4,11
2325,5,62.5,-7.4,13
2326,5,62.5,-7.4,11
2327,5,62.5,-7.4,6
2328,6,62.5,-7.4,5
2329,6,62.5,-7.4,5
2330,6,62.5,-7.4,15
2331,6,62.5,-7.4,4
2332,6,62.5,-7.4,3
2333,6,62.5,-7.4,5
2334,6,62.5,-7.4,3
2335,6,62.5,-7.4,2
2336,7,62.5,-7.4,3
2337,7,62.5,-7.4,8
2338,7,62.5,-7.4,2
2339,7,62.5,-7.4,3
2340,8,62.5,-7.4,2
2341,8,62.5,-7.4,3
2342,8,62.5,-7.4,2
2343,9,62.5,-7.4,2
2344,9,62.5,-7.4,2
2345,10,62.5,-7.4,2
2346,8,62.7,-7.1,1
2347,3,62.8,-6.2,1
2348,3,62.8,-6.2,1
2349,3,62.8,-6.2,1
2350,3,62.8,-6.2,1
2351,4,62.8,-6.2,1
2352,4,62.8,-6.2,1
2353,4,62.8,-6.2,1
2354,4,62.8,-6.2,1
2355,4,62.8,-6.2,4
2356,4,62.8,-6.2,1
2357,5,62.8,-6.2,1
2358,5,62.8,-6.2,1
2359,6,61.4,-5.8,1
2360,2,62.5,-5.2,1
2361,4,62.5,-5.2,1
2362,6,62.4,-5.2,3
2363,2,62.5,-5.1,1
2364,2,62.5,-5.1,1
2365,3,62.5,-5.1,1
2366,3,62.5,-5.1,1
2367,3,62.5,-5.1,1
2368,4,62.5,-5.1,1
2369,4,62.5,-5.1,1
2370,4,62.5,-5.1,1
2371,4,62.5,-5.1,1
2372,3,62.4,-5,3
2373,3,62.6,-5.9,5
2374,9,62.6,-5.9,2
2375,2,62.3,-5.8,4
2376,2,62.5,-6,2
2377,8,62.5,-5.9,1
2378,10,62.4,-4.5,1
2379,5,62.4,-4.6,1
2380,6,62.4,-4.6,1
2381,7,62.4,-4.6,1
2382,4,62.3,-4.1,1
2384,2,62.1,-5.3,1
2385,2,62.1,-5.3,2
2386,2,62.1,-5.3,9
2387,3,62.1,-5.3,9
2388,3,62.1,-5.3,8
2389,3,62.1,-5.3,2
2390,3,62.1,-5.3,3
2391,3,62.1,-5.3,2
2392,6,62.1,-5.3,1
2393,6,62.1,-5.3,1
2394,7,62.1,-5.3,1
2395,7,62.1,-5.3,1
2396,7,62.1,-5.3,1
2397,8,62.1,-5.3,1
2398,8,62.1,-5.3,1
2399,9,62.1,-5.3,1
2400,10,62.1,-5.3,1
2401,2,62,-5.7,2
2402,4,62,-5.7,6
2403,5,62,-5.7,4
2404,4,62,-4.9,2
2405,5,62,-4.9,2
2406,5,62,-4.9,1
2407,5,62,-4.9,1
2408,7,62,-6.3,1
2409,9,62,-6.3,1
2410,3,62.2,-5.6,2
2411,9,62.2,-5.6,1
2412,2,61.8,-5.6,1
2413,7,61.7,-5.4,1
2414,7,61.7,-5.4,1
2415,7,61.6,-6.1,1
2416,9,61.6,-6.1,1
2417,2,61.6,-5.9,1
2418,4,61.6,-5.9,1
2419,6,61.6,-5.9,1
2420,3,61.5,-5.8,4
2421,2,61.9,-4.9,2
2422,3,61.9,-4.9,1
2423,5,61.9,-4.9,1
2424,5,61.9,-4.9,1
2425,6,61.9,-4.6,1
2426,5,61.6,-5.4,1
2427,5,61.6,-5.4,1
2428,4,61.2,-6.8,1
2429,4,61.2,-6.8,1
2430,2,61.1,-6.6,1
2431,6,61.1,-6.9,1
2432,3,61.5,-7.4,4
2433,2,61,-6.3,1
2434,7,61,-6.3,1
2435,4,60.7,-6.9,1
2437,3,61,-7,1
2438,2,61.9,-7.3,3
2439,8,61.8,-8.5,1
2440,2,61.8,-8.1,2
2441,9,61.8,-7.4,1
2442,10,61.5,-7.3,3
2443,10,61.5,-7.3,3
2444,3,61.6,-7.9,1
2445,6,61.6,-7.9,1
2446,6,61.7,-7.8,1
2447,4,61.5,-7.6,5
2448,5,61.5,-7.5,1
2449,6,61.5,-7.5,1
2450,8,61.5,-7.5,1
2451,8,61.5,-7.5,1
2454,5,62.4,-7.7,25
2455,6,62.3,-7.7,18
2456,7,62.4,-7.7,2
2457,8,62.3,-7.6,2
2458,9,62.3,-7.6,4
2459,10,62.3,-7.6,2
2460,8,62.2,-8.4,1
2461,8,62.4,-8.5,1
2462,5,62.4,-9,1
2463,10,61.1,-8.1,1
2464,10,61,-8.6,1
2465,10,61,-8.4,2
2466,10,61,-8.4,2
2467,2,61,-8.2,3
2468,2,61,-8.2,3
2469,10,61,-8.2,6
2470,10,61,-8.2,3
2471,10,61,-8.2,3
2472,5,61,-8,1
2473,2,61.2,-8.5,2
2474,2,61.2,-8.5,2
2475,2,61.2,-8.5,1
2476,2,61.2,-8.5,7
2477,2,61.2,-8.5,5
2478,2,61.2,-8.5,5
2479,2,61.2,-8.5,4
2480,3,61.2,-8.5,2
2481,3,61.2,-8.5,3
2482,3,61.2,-8.5,3
2483,3,61.2,-8.5,5
2484,3,61.2,-8.5,2
2485,4,61.2,-8.5,2
2486,4,61.2,-8.5,1
2487,4,61.2,-8.5,1
2488,10,61.2,-8.5,1
2489,3,61,-8.8,1
2490,3,61,-8.8,2
2491,3,61,-8.8,2
2492,4,61,-8.8,1
2493,6,61,-8.8,1
2494,7,61,-8.8,3
2495,3,60.9,-8.4,3
2496,10,60.9,-8.4,3
2497,2,61,-8.1,1
2498,2,61,-8.1,1
2499,3,61,-8.1,1
2500,3,61,-8.1,1
2501,4,61,-8.1,1
2502,4,61,-8.1,3
2503,10,61,-8.1,1
2504,6,60.9,-9.3,3
2505,7,60.9,-9.3,1
2506,3,60.9,-9,6
2507,3,60.9,-8.9,1
2508,9,60.9,-9,2
2509,10,60.9,-8.9,1
2510,10,60.9,-8.6,4
2511,10,60.9,-8.6,2
2512,2,60.9,-8.2,1
2513,5,60.9,-8.2,1
2514,5,60.9,-8.2,1
2515,3,60.7,-9.1,2
2516,4,60.7,-9.1,1
2517,6,60.7,-9.1,2
2518,9,60.7,-9.1,1
2519,10,60.7,-9.1,3
2520,7,60.6,-9.1,1
2521,9,60.6,-9.1,1
2522,3,61.1,-8.6,1
2523,10,61.1,-8.6,1
2524,3,61.1,-8.4,1
2525,7,61.1,-8.4,13
2526,10,61.1,-8.4,1
2527,6,61.3,-8.6,1
2528,6,61.3,-8.6,1
2886,4,62.2,-7.6,173
2888,4,62.4,-8.4,16
2895,5,62.3,-7.9,115
2896,4,62.4,-8.4,12
2903,5,62.3,-7.6,221
2905,4,62.5,-6.5,8
2906,4,62.4,-6.9,7
2907,6,62.7,-6.2,5
2908,6,62.7,-7.6,4
2909,3,62,-5.7,4
2910,6,62,-5.7,5
2911,4,61.5,-7.4,5
2912,6,61.5,-7.4,4
2913,4,61,-7,4
2914,3,61,-8.2,8
2921,2,62.6,-6.5,19
2928,10,62.4,-7.1,12
2929,5,62.1,-5.8,5
2930,6,62,-5.8,3
2931,4,61.5,-7.4,7
2932,3,61,-8.2,4
2964,6,62.3,-7.6,93
2968,5,62.7,-6.2,5
