Year,Age 2,Age 3,Age 4,Age 5,Age 6,Age 7,Age 8,Age 9,Age 10,Total Amount,Total Weight,Total Spawn Amount,Total Spawn Weight,Caught Age 2,Caught Age 3,Caught Age 4,Caught Age 5,Caught Age 6,Caught Age 7,Caught Age 8,Caught Age 9,Total Caught
2001,21.9011652757507,18.1902495729312,14.8955714062782,9.98874033850847,6.51570413348975,4.16666162410338,2.66401314247999,1.71816461521761,1.11284585769844,81.1531159664578,201.692252640565,47.1777116229858,145.890423072577,0,0,0,0,0,0,0,0,0
2002,20.0301733731021,17.9311575395007,14.8929167315224,12.195462394989,8.17808889964746,5.33460735204538,3.41137400932329,2.18110948635228,1.40671420932906,85.5616039958117,230.766515926725,53.5872685066548,177.033607644127,0,0,0,0,0,0,0,0,0
2003,8.42548907842364,16.3993189300424,14.6807901158754,12.193288931127,9.98480011078358,6.69565288354705,4.36760709471545,2.79299681168391,1.78574141230673,77.3256853685051,244.887055009883,57.7643788018852,204.196202176337,0,0,0,0,0,0,0,0,0
2004,1.40184784019075,6.8982070182281,13.4266267375596,12.0196143473504,9.98302062907903,8.17486291403496,5.48193692769523,3.57589424580512,2.28671238297437,63.2487230429176,245.843358507226,55.7124463461009,221.007643040283,0,0,0,0,0,0,0,0,0
2005,0.24026402034465,1.14175463894843,5.6194015229656,10.9644257151921,9.82630907118471,8.17052367136461,6.6914197686515,4.48786221547923,2.92769458879525,50.0696552129261,237.053405893128,48.1346335685141,228.314439822339,0.00416699963652511,0.0325583080725273,0.0604796404218824,0.0279739069626807,0.0132823123023363,0.00261151390754363,0.00118091598103631,0.000265735099849493,0.142519332384381
2006,0.0788181915910587,0.195686401859118,0.930093535900852,4.58890470158346,8.96366828019511,8.04226434576307,6.68786794221837,5.47802179115319,3.67435081138953,38.6396760016538,215.05458626775,38.276995901953,213.56407606594,0.000714185988480738,0.00538887846941838,0.0253123431624427,0.0255181086507672,0.0130738090916673,0.00261012770783595,0.00144146214100005,0.000333506091613352,0.0743924213032256
2007,0.0484239194421306,0.0641945818244955,0.159409606253488,0.759531167574468,3.75153433320527,7.33624286543728,6.58288306407801,5.47511404014192,4.48502490644845,28.6623584844055,182.957705521292,28.5499553528004,182.644338600977,0.000234287464227799,0.000923604951329815,0.00418956478864808,0.0106800093141925,0.0119260738703973,0.00256915441983065,0.00144069700841059,0.000407087728994635,0.0323704795460314
2008,0.129267051400033,0.0394395404936349,0.0522940424834292,0.130176761461983,0.620934065445263,3.07041337609842,6.00497905024633,5.38916674194838,4.48264424127323,19.9193148708507,142.554086904295,19.7598692407072,142.324120299747,0.000143940339977998,0.000302986988663302,0.000718053451134899,0.00176769849705437,0.00499138011209,0.00234361119858227,0.00141808122096204,0.000406871645561457,0.0120926234540263
2009,0.980184981898569,0.105283363406324,0.0321281476953881,0.0427042588852718,0.106422473720491,0.508198537154102,2.51324395024211,4.91605776202815,4.41227654509821,13.6165000201286,102.84920505781,12.5772477269878,101.746363272491,0.000384246949458735,0.000186147604187228,0.000235556178586319,0.000302967508657492,0.000826146762872527,0.000980863816055269,0.00129358944106012,0.000400484651904123,0.00461000291278181
2010,9.93232838955475,0.798325408810412,0.0857656911578752,0.0262364252509808,0.0349117063439783,0.0871006254525456,0.41597880890143,2.05750133781919,4.02492767368016,17.4630760669713,71.1734856188669,7.11443183477979,60.5257718327296,0.00291360470530307,0.000496918716941527,0.000144719806249069,9.93879612477052E-05,0.000141594071019478,0.000162347376528202,0.000541401695099679,0.000365326547839306,0.00486530088022803
