Year,Age 2,Age 3,Age 4,Age 5,Age 6,Age 7,Age 8,Age 9,Age 10,Total Amount,Total Weight,Total Spawn Amount,Total Spawn Weight,Caught Age 2,Caught Age 3,Caught Age 4,Caught Age 5,Caught Age 6,Caught Age 7,Caught Age 8,Caught Age 9,Total Caught
2026,3.584980825,1.254047141,0.888276698,1.264205938,1.095513052,0.590626144,1.39232118,3.804931954,4.366247446,18.24115038,101.4583658,13.85149064,95.72479332,0,0,0,0,0,0,0,0,0
2027,14.33863487,2.93513405,1.026726961,0.72725945,1.035044279,0.896930226,0.483563788,1.139936168,3.115214804,25.69844459,75.1380463,9.686897309,57.20171223,0,0,0,0,0,0,0,0,0
2028,21.88393021,11.73948132,2.403084511,0.840612938,0.595429677,0.847422582,0.73434436,0.395908544,0.933300797,40.37351494,70.7666406,12.13922717,36.80990447,0,0,0,0,0,0,0,0,0
2029,14.21481051,17.91704666,9.611474385,1.967479192,0.688235663,0.487496588,0.693810929,0.601230311,0.324142501,46.50572673,84.60406509,21.41009802,43.87986443,0,0,0,0,0,0,0,0,0
2030,9.189517759,11.63810251,14.6692371,7.869209661,1.61083572,0.563479703,0.399128449,0.568044344,0.492245745,46.999801,104.6497038,29.05738456,66.78144674,0,0,0,0,0,0,0,0,0
2031,10.94443492,7.523740795,9.528472433,12.01015554,6.442763952,1.318840742,0.461338162,0.326778735,0.465075374,49.02160065,125.7208075,32.40960085,96.17484446,0,0,0,0,0,0,0,0,0
2032,16.49879822,8.960545444,6.159917967,7.801253411,9.833083691,5.274888982,1.079775474,0.37771174,0.2675438,56.25351873,147.4464037,34.04246419,115.849708,0,0,0,0,0,0,0,0,0
2033,21.92573862,13.50807349,7.336274119,5.043314276,6.38712608,8.050648015,4.318713829,0.884045387,0.309244218,67.76317803,176.3908297,37.61614784,134.3567032,0,0,0,0,0,0,0,0,0
2034,20.80533189,17.95127649,11.05947518,6.006433234,4.129116495,5.229336545,6.591313112,3.535863825,0.723795146,76.03194192,208.6096027,44.03907675,159.2999272,0,0,0,0,0,0,0,0,0
2035,13.6300823,17.03396504,14.69726212,9.054732443,4.917651605,3.380634658,4.281418648,5.396510748,2.894920453,75.28717802,234.6506998,50.20066077,188.2568672,0,0,0,0,0,0,0,0,0
