Year,Age 2,Age 3,Age 4,Age 5,Age 6,Age 7,Age 8,Age 9,Age 10,Total Amount,Total Weight,Total Spawn Amount,Total Spawn Weight,Caught Age 2,Caught Age 3,Caught Age 4,Caught Age 5,Caught Age 6,Caught Age 7,Caught Age 8,Caught Age 9,Total Caught
2001,21.9011652757507,18.1902495729312,14.8955714062782,9.98874033850847,6.51570413348975,4.16666162410338,2.66401314247999,1.71816461521761,1.11284585769844,81.1531159664578,201.692252640565,47.1777116229858,145.890423072577,0,0,0,0,0,0,0,0,0
2002,20.0301733731021,17.9311575395007,14.8929167315224,12.195462394989,8.17808889964746,5.33460735204538,3.41137400932329,2.18110948635228,1.40671420932906,85.5616039958117,230.766515926725,53.5872685066548,177.033607644127,0,0,0,0,0,0,0,0,0
2003,8.42548907842364,16.3993189300424,14.6807901158754,12.193288931127,9.98480011078358,6.69565288354705,4.36760709471545,2.79299681168391,1.78574141230673,77.3256853685051,244.887055009883,57.7643788018852,204.196202176337,0,0,0,0,0,0,0,0,0
2004,1.40184784019075,6.8982070182281,13.4266267375596,12.0196143473504,9.98302062907903,8.17486291403496,5.48193692769523,3.57589424580512,2.28671238297437,63.2487230429176,245.843358507226,55.7124463461009,221.007643040283,0,0,0,0,0,0,0,0,0
2005,0.24026402034465,0.307371226189131,2.57008891787369,8.29107012348901,8.62680585974628,7.90975388983768,6.55838204008269,4.45165762947798,2.92769458879525,41.8830882958364,213.156736180033,40.9751208788224,209.190622811738,0.778887225779613,3.75768703047442,4.09525534127745,1.98518157407616,0.823051349138158,0.22768624916926,0.0950221938780117,0.025475533800353,11.7882464975934
2006,0.0788181915910587,0.0526806436655897,0.11451836397697,1.58705442984302,5.9507277236935,6.83519685487193,6.34569513863335,5.32579484785137,3.64470900342785,29.9351951975546,181.048081207517,29.8071330113354,180.774007558168,0.133494214490095,0.167435518699263,0.783902805537677,1.36936836431462,0.711238057641094,0.220302433688175,0.113680959478097,0.0317146835481516,3.53113703739717
2007,0.172725210810671,0.0172817930026251,0.0196274101536261,0.0707161824573719,1.13907235785182,4.71488475369322,5.48361884044067,5.15308048064593,4.36039202652019,21.1313990555761,146.346399712109,20.9461074662334,146.134019878738,0.0437925435480731,0.0286969310918243,0.0349292455147435,0.262120823524993,0.490608470453658,0.190373875450244,0.109994310716648,0.037942248101813,1.198458448402
2008,1.10496127677653,0.0378719846181224,0.00643873756755456,0.0121201130490183,0.0507549376853861,0.902510607569106,3.78257296970608,4.4530234422927,4.21898546259069,14.5692395318552,106.442119895582,13.4440545152561,105.29999794725,0.0959686610867956,0.00941397804642698,0.0059865562540908,0.0116796145322523,0.0939109589902164,0.131318951292832,0.0950513476317106,0.0367117892579279,0.480041857092253
2009,8.32751817337227,0.242275440170522,0.014110096682764,0.00397598188456386,0.0086989365257885,0.0402141877395367,0.724049983701052,3.07167339605433,3.64582723638221,16.078343432513,74.3448935828534,7.62686551971894,65.8164790978646,0.613932695680624,0.0206301528849159,0.0019638793071419,0.00200178012416305,0.00418449700641698,0.0251367218305382,0.0655659462751703,0.0317244139283403,0.765140087037311
2010,22.2154579978076,1.82590392386197,0.0902654011701681,0.00871311933612812,0.00285367091062798,0.00689234747465952,0.0322623155153698,0.587971491934207,2.51487347276116,27.2851937407719,55.2572975808106,4.13873070079927,31.5496506945151,4.62689126574868,0.13197563902121,0.00430372050519466,0.000656680468108091,0.000717184879169977,0.00112004539600092,0.0125504577736064,0.0218833427517117,4.80009833654368
