Year,Age 2,Age 3,Age 4,Age 5,Age 6,Age 7,Age 8,Age 9,Age 10,Total Amount,Total Weight,Total Spawn Amount,Total Spawn Weight,Caught Age 2,Caught Age 3,Caught Age 4,Caught Age 5,Caught Age 6,Caught Age 7,Caught Age 8,Caught Age 9,Total Caught,1_,Revenue,Expenses,Accumulated Profit
2001,21.9011652757507,17.8301954881389,14.6725257423772,9.91993618109868,6.49336674268585,4.16313147676302,2.66258588273714,1.71786398426506,1.11284585769844,80.473616631515,200.347296728645,46.7228484632194,145.118849827157,0.190817247309221,0.319976053668065,0.1599533929189,0.0489368340399436,0.0156322957630782,0.00249511771134137,0.00101737665448275,0.000215384849052268,0.739043702914085,1_,124.719725141983,20,104.719725141983
2002,20.0301733731021,17.5762318695001,14.3795376001119,11.9301014919671,8.09391349683045,5.31181486431223,3.40665765514329,2.17955951595954,1.40646807352287,84.3144579404496,227.784782702109,52.6202611125751,175.016264290729,0.188099350096171,0.313586615940734,0.192366178236403,0.0609992500383886,0.0199455293355778,0.00319238973921347,0.00129080822981549,0.000272213722697475,0.779752335339002,1_,138.365395852532,20,223.085120994515
2003,8.74021074266183,16.0747141606081,14.1747232779298,11.6918754132033,9.73405551422562,6.62112148083261,4.34661621215073,2.7886473664658,1.78447240387984,75.9564365719577,240.39872219014,56.3439240934059,200.324852169038,0.172030234298344,0.309120058532882,0.18852491667137,0.0733600731503151,0.0248618929883337,0.00407322789685636,0.00165153047867227,0.000345374264269172,0.773967308281042,1_,147.370365251859,20,350.455486246374
2004,1.59215412122595,7.01423730961977,12.9637926200687,11.5253426911933,9.53968115142706,7.96281849146213,5.41801149067962,3.55808568987009,2.28315135841548,61.857274923962,240.156879855181,54.1652436239124,215.673289788447,0.0750657757109645,0.282712279806073,0.185839670170663,0.0718951834696872,0.0298998805252795,0.00507723582487739,0.00210721765441265,0.000441890678114968,0.653039133840073,1_,131.064107491817,20,461.519593738191
2005,0.310055364450675,1.27774342845729,5.6567797698506,10.5407456353303,9.40380311534559,7.80381305245507,6.51591157326308,4.43511647028991,2.91311417638333,48.8570825858258,230.774660459882,46.7767995531764,221.813077037092,0.0136743023343664,0.123362132669388,0.169963596285901,0.0708711475319539,0.0293028251441631,0.00610608148919866,0.00262662469096197,0.000563816320842492,0.416470526466776,1_,112.528758871152,20,554.048352609343
2006,0.11237782424084,0.248827170123285,1.03046316486098,4.59947782385627,8.60044679793567,7.69265977860001,6.38579867651066,5.33384375194574,3.63116624770902,37.6350612357825,208.807007929107,37.1921771935078,207.106579823063,0.00266292737453461,0.0224721730076923,0.0741639936134716,0.0648167051543825,0.0288854516209786,0.0059841522792281,0.0031588811230651,0.000702791126674102,0.202847075300027,1_,98.0119453260655,20,632.060297935409
2007,0.0747024534641528,0.0901860093277261,0.200671924830965,0.837860526290911,3.75282410665261,7.03548451078323,6.29484282911883,5.22733496133566,4.36698191183082,27.8808892336349,176.990111923369,27.7209593905407,176.574856145139,0.000965163060448124,0.00437622068052912,0.0135100298556763,0.0282829135895064,0.0264177999957458,0.00589891726493286,0.00309580304583872,0.000845203972667833,0.0833920514653451,1_,78.5672030117241,20,690.627500947133
2008,0.198253894952295,0.0599505837600453,0.0727324113184721,0.163164575196986,0.683630468825897,3.06994932872391,5.75708149023851,5.15287964179073,4.27977988948521,19.4374222842921,137.652314095951,19.194646615196,137.310181183785,0.000641586087784774,0.00158613658998268,0.00263093702726204,0.00515213634518106,0.0115274658396304,0.0053949794014392,0.00305170810898639,0.000828326527970498,0.030813275928237,1_,55.6774292883702,20,726.304930235503
2009,1.44312262238689,0.159103699864372,0.0483484140092405,0.0591380832462106,0.133129884434924,0.559235082493449,2.5121153247197,4.71267493287563,4.21882102964352,13.8456890736739,100.276454949529,12.313344918553,98.6482507091914,0.00170271436816428,0.00105437434477318,0.000953568338874543,0.00100332467247245,0.0020998924149819,0.00235411127215797,0.00279100411952869,0.000816528294877774,0.0127755178258308,1_,34.3522401281612,20,740.657170363664
2010,12.2290300583463,1.15814193025049,0.128312537910119,0.0393116697311334,0.0482521783834876,0.10890518386662,0.457617657629755,2.05638619834939,3.858411896805,20.0843693112723,72.878908007092,7.25060578021873,59.6067664495,0.0123943371944967,0.00279821894590604,0.000633878569378616,0.000363649388551521,0.000408932087261182,0.000428834964527331,0.00121786086090877,0.000746773201540741,0.0189924852125709,1_,19.1513138193741,20,739.808484183038
2011,22.114489020618,9.81410190454872,0.934008011487119,0.104329794804067,0.03207533278551,0.0394720718126016,0.0891162530837189,0.374600093399696,1.68362662079377,35.1858191033332,59.7622383460722,7.97747752814342,29.0169220014201,0.105029690307318,0.0203686947194672,0.00168225927634898,0.00024173364904555,0.000148215136706617,8.35111246098043E-05,0.000221850736311325,0.000325856148963902,0.128101811098772,1_,33.4796476407274,20,753.288131823766
2012,14.7959285313967,17.7474295001215,7.91478968593848,0.759433690354283,0.0851251781130574,0.0262388120399557,0.0322996850700757,0.0729494506429235,0.306696616572216,41.7408911502492,64.2207247236339,16.4882899316041,25.3501100942698,0.189931492690614,0.172604445464001,0.0122454412257756,0.000641540340938181,9.85250820373634E-05,3.02681377572115E-05,4.32031107941319E-05,5.93593479350922E-05,0.375654275399853,1_,60.7599861353378,20,794.048117959104
2013,7.2483621084772,11.8741020086414,14.312789221638,6.43544580522388,0.619640135187392,0.0696355533802999,0.0214710129614456,0.0264401183876967,0.0597259586615058,40.6676119225589,79.9734988021354,24.6196409654334,44.3541668457494,0.127075637564664,0.31213097816522,0.103767944944305,0.00466987737821983,0.000261477104949101,2.01205546337046E-05,1.56587246928697E-05,1.15596122336435E-05,0.547953254048918,1_,59.8221825868768,20,833.87030054598
2014,6.33357802847511,5.81699153851652,9.57612026264139,11.6376028943746,5.25083435115945,0.506888615881782,0.0569822241543973,0.0175759027796323,0.0216473380390299,39.2182211560219,99.1796704234443,28.0609233057603,75.4598251838895,0.0622529525118861,0.208834472325441,0.187649802822811,0.0395725698850084,0.00190333473891688,5.33982237497265E-05,1.04090389770331E-05,4.18971648559014E-06,0.500281129263275,1_,57.1743116002666,20,871.044612146247
2015,11.0618502691506,5.08285447785307,4.69123564030885,7.78625906940036,9.49539890357434,4.29537727681053,0.414782956828763,0.0466449363010152,0.0143899321187937,42.8887934623463,117.784748560368,28.3472688262074,96.5306769620074,0.0543962796472127,0.10230570341939,0.125549049263965,0.0715614532031001,0.0161288703899683,0.000388694429973496,2.76246953642203E-05,2.78508774224024E-06,0.370360460136716,1_,67.5142698802948,20,918.558882026542
2016,18.4570417172471,8.87741098650824,4.0991753079099,3.81440239358207,6.35299524322728,7.76758853107959,3.51487335037343,0.33953614284344,0.0381896438250046,53.2612133165961,141.759266501912,29.5456310445129,111.069288126026,0.0950053031558185,0.0893941480388965,0.0615050937498925,0.0478789334091684,0.0291668043542413,0.00329379901189251,0.000201084689035973,7.39138364375115E-06,0.326452557792589,1_,86.6725252276903,20,985.231407254232
2017,21.9572305223397,14.8122367354836,7.15937551874068,3.33300335030168,3.11226226178573,5.19698577073151,6.35615643635167,2.87723138166857,0.277988681927403,65.0824706593305,172.528502780635,34.2872466655009,129.725344001196,0.158519307443248,0.15613049623747,0.0537428048687071,0.0234553611137618,0.0195143533414783,0.00595637444156132,0.00170399290285318,5.3803094005313E-05,0.419076493443085,1_,108.867909591247,20,1074.09931684548
